1,4
4,4
6,4
8,3
9,1
10,5
11,4
13,4
14,5
15,5
17,5
18,2
20,8
22,2
23,4
27,5
29,5
30,4
31,3
33,4
37,5
39,5
40,5
41,4
43,3
44,3
45,2
47,4
48,2
49,5
52,5
53,4
57,4
58,3
59,4
64,4
68,3
69,4
70,5
71,4
76,4
77,3
80,4
85,4
87,3
92,4
97,1
98,5
104,4
106,6
107,4
109,4
113,4
117,4
118,6
119,5
121,6
124,3
125,3
128,4
132,2
133,4
134,4
135,4
137,5
138,3
139,1
141,3
144,4
145,4
148,6
149,4
154,5
156,4
157,6
158,6
161,3
162,5
169,6
170,4
173,4
175,6
179,4
182,3
187,4
188,4
189,5
191,5
192,5
194,6
195,3
196,5
198,5
200,5
202,2
203,6
204,5
206,5
211,4
215,3
217,6
218,4
220,2
223,3
224,5
226,4
227,1
228,1
229,8
232,6
233,4
234,3
235,5
238,2
240,5
242,4
244,6
245,2
248,3
249,5
250,6
251,4
252,5
253,4
254,5
259,3
260,5
261,2
262,4
263,2
264,4
267,4
269,5
270,3
271,4
276,5
279,3
283,5
285,3
286,4
287,3
289,4
290,3
294,3
295,1
296,5
298,1
299,5
300,5
302,5
303,5
304,5
305,4
306,6
308,5
309,3
310,5
311,6
314,5
316,3
317,3
320,4
322,5
326,3
330,5
332,5
333,1
338,2
340,5
342,6
344,5
345,5
346,5
349,5
351,6
352,4
353,5
354,3
357,6
359,5
361,5
366,3
369,5
378,5
379,4
380,4
381,4
384,2
385,2
386,4
390,4
391,5
392,2
393,4
396,6
398,1
399,3
402,4
405,5
406,3
410,3
411,5
413,3
414,5
415,4
418,4
422,5
425,5
426,6
427,1
431,4
436,4
438,3
440,2
441,6
442,6
443,3
444,5
446,4
452,4
453,3
454,4
455,6
457,2
458,5
459,5
461,4
463,4
465,4
467,5
472,6
474,5
475,4
476,4
477,5
478,3
480,8
482,5
483,5
485,5
486,2
487,4
488,2
489,4
490,3
491,4
493,6
496,2
499,4
500,5
501,6
502,3
503,3
505,6
507,6
512,6
513,4
514,2
516,4
517,2
518,4
520,5
521,6
522,5
526,2
527,3
528,6
529,4
530,3
531,6
532,5
533,4
535,4
536,5
538,6
541,5
543,4
545,2
546,2
547,4
548,6
553,6
557,6
558,6
559,3
562,4
563,6
564,4
565,2
566,3
567,5
568,5
569,6
570,3
572,4
574,1
575,2
576,7
578,5
579,5
581,4
582,6
585,5
587,4
588,4
589,2
593,4
596,5
597,6
599,5
600,6
601,5
602,5
609,5
610,4
615,2
616,4
618,4
619,5
621,8
628,4
629,2
633,6
634,2
635,1
636,6
638,4
641,6
642,5
643,4
646,4
648,3
651,3
652,5
653,6
654,5
655,6
657,4
661,4
663,3
665,4
666,4
667,5
668,5
670,4
672,3
674,6
675,5
676,1
677,3
678,3
682,5
683,8
684,6
685,2
686,3
687,4
688,6
692,4
700,5
701,4
702,6
703,5
704,5
706,3
708,4
710,3
711,6
712,5
713,1
715,5
716,4
719,6
720,5
721,5
722,5
723,2
725,6
727,6
728,4
731,6
733,6
735,5
743,5
745,5
746,5
748,5
751,2
752,6
757,4
758,6
762,5
764,4
766,2
768,6
772,4
773,4
775,6
776,1
778,5
779,5
781,6
783,3
784,6
788,4
789,2
791,5
792,5
793,5
794,5
795,5
799,6
803,4
805,5
806,4
810,3
812,4
815,4
817,1
818,3
819,5
820,6
822,2
825,5
826,2
828,4
829,6
831,5
832,4
836,1
838,6
840,3
841,2
842,6
846,7
847,8
849,6
850,6
852,6
855,8
856,6
861,5
862,6
864,3
867,3
868,3
874,6
876,4
878,4
879,5
880,4
882,5
883,5
884,3
886,4
890,5
891,4
892,5
895,5
896,4
897,6
898,3
899,4
900,6
904,2
905,2
906,6
909,3
910,2
912,3
913,4
914,5
916,5
917,4
918,1
921,3
923,5
924,4
926,3
927,5
933,6
934,6
935,4
936,4
937,6
938,4
940,3
942,3
943,5
944,4
949,4
951,6
953,4
955,5
958,4
961,6
962,6
963,2
964,4
965,6
966,2
969,6
970,5
971,6
977,5
979,5
980,3
981,4
982,5
983,5
984,6
988,4
989,4
991,5
993,6
995,6
996,5
997,4
998,4
999,5
1000,5
1001,4
1002,2
1003,4
1005,4
1009,4
1010,5
1012,2
1013,5
1014,2
1015,4
1017,4
1018,3
1021,5
1023,4
1025,6
1027,5
1030,3
1032,6
1036,5
1037,6
1038,5
1039,4
1041,4
1042,6
1043,2
1044,5
1045,6
1047,6
1049,2
1051,6
1052,5
1054,3
1055,6
1056,5
1058,6
1059,6
1061,5
1062,3
1063,5
1065,5
1068,4
1070,3
1074,3
1077,2
1078,5
1079,1
1081,5
1083,3
1084,3
1086,5
1087,3
1091,5
1093,4
1094,2
1095,5
1096,5
1098,4
1099,6
1100,6
1101,4
1103,5
1105,4
1106,5
1108,4
1109,2
1110,5
1114,6
1115,5
1118,3
1120,2
1122,5
1127,4
1128,6
1129,5
1136,6
1138,6
1139,4
1140,5
1142,4
1147,1
1148,6
1151,5
1157,4
1158,5
1160,5
1161,5
1165,4
1168,5
1171,3
1173,2
1174,6
1180,3
1182,5
1183,5
1184,4
1185,4
1187,6
1188,4
1190,3
1191,5
1195,5
1196,2
1197,4
1199,4
1203,2
1210,4
1211,4
1212,4
1217,2
1222,5
1223,1
1224,6
1225,8
1226,3
1230,3
1231,3
1232,4
1235,6
1236,3
1237,6
1238,4
1239,5
1240,5
1242,6
1244,5
1245,1
1246,4
1248,4
1252,6
1254,2
1255,6
1256,5
1257,5
1259,2
1260,1
1261,2
1262,5
1263,6
1264,5
1266,5
1267,3
1268,4
1269,5
1270,5
1271,6
1273,6
1275,2
1276,8
1277,6
1280,4
1281,4
1282,3
1283,4
1284,5
1287,6
1288,3
1290,5
1292,4
1293,6
1296,3
1299,2
1300,4
1301,4
1302,4
1303,4
1310,6
1311,4
1313,6
1315,4
1318,5
1323,4
1324,5
1326,6
1327,6
1328,3
1330,6
1332,4
1334,6
1336,4
1338,4
1339,6
1341,6
1343,5
1347,3
1349,4
1351,8
1354,4
1355,4
1357,3
1359,4
1362,4
1363,5
1364,6
1366,4
1367,6
1368,4
1370,3
1371,5
1373,6
1374,3
1376,4
1377,6
1379,4
1380,4
1385,4
1386,2
1387,3
1388,6
1390,8
1393,6
1396,6
1397,3
1399,5
1403,3
1410,4
1411,3
1412,6
1414,6
1417,5
1418,4
1420,4
1422,3
1423,5
1424,5
1426,5
1427,4
1430,4
1431,4
1432,6
1436,6
1444,5
1446,4
1448,4
1449,4
1450,2
1452,4
1454,3
1457,5
1458,5
1460,8
1462,4
1463,5
1464,5
1465,4
1467,1
1473,6
1474,5
1475,4
1476,5
1477,4
1478,2
1482,6
1485,3
1487,5
1489,5
1490,4
1491,6
1493,5
1494,6
1495,2
1496,3
1499,1
1501,5
1503,5
1504,2
1505,4
1507,5
1509,3
1511,4
1512,4
1513,5
1515,5
1519,6
1521,5
1523,6
1525,2
1526,4
1530,4
1533,5
1535,4
1538,2
1539,6
1544,5
1547,5
1548,1
1549,6
1553,4
1554,1
1555,5
1559,5
1560,5
1564,4
1569,5
1571,5
1572,6
1573,4
1577,8
1580,6
1581,5
1583,3
1586,5
1587,2
1588,5
1590,1
1592,5
1593,3
1599,5
1602,2
1603,5
1604,3
1606,3
1610,4
1612,2
1615,6
1618,5
1620,6
1621,5
1626,4
1627,2
1632,6
1633,3
1636,5
1637,4
1642,4
1643,4
1644,5
1646,6
1648,4
1649,4
1651,6
1652,3
1654,5
1656,4
1657,5
1658,5
1662,5
1663,6
1666,4
1670,5
1673,5
1675,3
1678,4
1679,5
1680,4
1686,6
1687,4
1691,4
1692,3
1693,6
1694,5
1695,5
1696,5
1697,6
1698,4
1700,5
1702,6
1708,4
1709,5
1713,4
1714,3
1715,4
1717,4
1721,4
1725,6
1728,3
1732,2
1735,3
1736,6
1737,6
1739,4
1742,3
1749,6
1751,4
1752,6
1753,4
1756,3
1757,3
1758,5
1759,6
1760,4
1761,5
1762,5
1763,5
1764,5
1765,6
1766,4
1767,2
1768,4
1770,5
1771,4
1772,6
1773,6
1774,3
1775,3
1779,2
1780,3
1783,6
1784,2
1785,6
1786,5
1789,2
1790,5
1793,6
1794,4
1798,6
1804,2
1806,5
1808,5
1811,4
1813,6
1815,4
1817,5
1818,4
1819,1
1824,6
1825,6
1826,1
1827,1
1829,4
1830,5
1831,5
1835,3
1836,4
