1,1
4,7
6,6
8,3
9,4
10,3
11,5
13,5
14,2
15,5
17,7
18,5
20,4
22,7
23,2
27,3
29,2
30,4
31,5
33,1
37,2
39,3
40,4
41,4
43,8
44,6
45,3
47,1
48,7
49,8
52,7
53,6
57,5
58,6
59,1
64,5
68,2
69,4
70,8
71,8
76,4
77,5
80,8
85,2
87,4
92,4
97,1
98,6
104,5
106,1
107,1
109,3
113,6
117,1
118,4
119,6
121,2
124,4
125,8
128,7
132,7
133,5
134,6
135,8
137,1
138,4
139,5
141,5
144,7
145,5
148,5
149,1
154,1
156,8
157,8
158,4
161,3
162,3
169,6
170,4
173,7
175,8
179,3
182,1
187,7
188,6
189,7
191,7
192,2
194,7
195,7
196,7
198,6
200,3
202,1
203,8
204,7
206,4
211,2
215,7
217,1
218,5
220,1
223,1
224,1
226,7
227,6
228,2
229,5
232,3
233,3
234,7
235,7
238,8
240,6
242,3
244,3
245,5
248,4
249,4
250,8
251,7
252,6
253,8
254,5
259,4
260,6
261,3
262,1
263,2
264,7
267,2
269,3
270,8
271,2
276,4
279,1
283,3
285,4
286,7
287,6
289,4
290,7
294,6
295,5
296,1
298,7
299,8
300,8
302,6
303,8
304,3
305,4
306,8
308,6
309,7
310,6
311,2
314,1
316,3
317,6
320,5
322,7
326,3
330,6
332,7
333,3
338,1
340,1
342,1
344,2
345,2
346,5
349,1
351,5
352,8
353,7
354,7
357,7
359,5
361,8
366,6
369,1
378,4
379,3
380,8
381,7
384,5
385,5
386,8
390,6
391,3
392,4
393,8
396,1
398,8
399,6
402,2
405,5
406,1
410,5
411,6
413,4
414,3
415,7
418,2
422,8
425,1
426,2
427,8
431,4
436,2
438,2
440,8
441,5
442,1
443,6
444,7
446,7
452,8
453,4
454,1
455,1
457,5
458,4
459,7
461,6
463,3
465,2
467,3
472,6
474,1
475,5
476,7
477,1
478,3
480,4
482,4
483,4
485,4
486,7
487,8
488,5
489,2
490,7
491,3
493,2
496,5
499,7
500,3
501,8
502,1
503,1
505,7
507,3
512,7
513,8
514,5
516,2
517,3
518,2
520,1
521,5
522,1
526,6
527,4
528,3
529,1
530,1
531,6
532,1
533,6
535,3
536,8
538,5
541,2
543,3
545,1
546,8
547,4
548,8
553,5
557,1
558,1
559,8
562,3
563,5
564,7
565,1
566,4
567,8
568,4
569,8
570,6
572,6
574,8
575,8
576,7
578,1
579,6
581,1
582,4
585,7
587,2
588,4
589,8
593,7
596,3
597,2
599,1
600,8
601,6
602,5
609,4
610,5
615,2
616,2
618,6
619,6
621,2
628,5
629,8
633,8
634,3
635,7
636,5
638,5
641,4
642,2
643,7
646,1
648,2
651,5
652,3
653,3
654,7
655,4
657,1
661,4
663,8
665,2
666,3
667,3
668,5
670,3
672,5
674,4
675,6
676,7
677,5
678,3
682,2
683,3
684,8
685,4
686,2
687,1
688,4
692,3
700,5
701,8
702,6
703,2
704,5
706,1
708,2
710,3
711,1
712,7
713,1
715,1
716,1
719,7
720,6
721,6
722,1
723,2
725,3
727,3
728,2
731,3
733,8
735,3
743,1
745,3
746,4
748,8
751,3
752,1
757,7
758,4
762,1
764,4
766,3
768,1
772,3
773,8
775,8
776,1
778,3
779,4
781,7
783,1
784,2
788,3
789,1
791,4
792,7
793,5
794,4
795,5
799,1
803,6
805,1
806,8
810,5
812,3
815,3
817,2
818,6
819,6
820,1
822,4
825,4
826,2
828,1
829,3
831,4
832,2
836,6
838,5
840,8
841,2
842,6
846,6
847,3
849,8
850,2
852,5
855,3
856,5
861,4
862,4
864,8
867,8
868,7
874,5
876,2
878,8
879,1
880,4
882,3
883,3
884,6
886,2
890,4
891,2
892,4
895,6
896,6
897,8
898,1
899,7
900,2
904,3
905,8
906,6
909,7
910,6
912,6
913,2
914,5
916,6
917,2
918,5
921,5
923,2
924,6
926,4
927,4
933,2
934,7
935,4
936,2
937,3
938,5
940,7
942,4
943,8
944,3
949,1
951,4
953,6
955,3
958,2
961,8
962,7
963,6
964,2
965,3
966,5
969,3
970,1
971,7
977,2
979,7
980,3
981,7
982,6
983,4
984,4
988,3
989,8
991,8
993,8
995,5
996,8
997,3
998,3
999,5
1000,5
1001,5
1002,2
1003,6
1005,7
1009,1
1010,1
1012,6
1013,5
1014,7
1015,4
1017,3
1018,2
1021,7
1023,3
1025,6
1027,5
1030,8
1032,8
1036,6
1037,2
1038,4
1039,4
1041,5
1042,7
1043,4
1044,3
1045,2
1047,4
1049,6
1051,4
1052,1
1054,7
1055,4
1056,1
1058,5
1059,3
1061,5
1062,1
1063,1
1065,4
1068,7
1070,6
1074,4
1077,5
1078,5
1079,7
1081,8
1083,1
1084,6
1086,2
1087,3
1091,2
1093,8
1094,2
1095,3
1096,7
1098,6
1099,2
1100,2
1101,6
1103,6
1105,7
1106,6
1108,3
1109,8
1110,6
1114,6
1115,4
1118,6
1120,3
1122,1
1127,8
1128,6
1129,4
1136,8
1138,5
1139,1
1140,3
1142,2
1147,2
1148,1
1151,4
1157,4
1158,5
1160,7
1161,2
1165,7
1168,2
1171,6
1173,7
1174,7
1180,6
1182,5
1183,5
1184,7
1185,3
1187,5
1188,2
1190,1
1191,1
1195,1
1196,3
1197,6
1199,1
1203,6
1210,5
1211,5
1212,2
1217,6
1222,4
1223,4
1224,1
1225,8
1226,8
1230,2
1231,8
1232,5
1235,3
1236,5
1237,7
1238,1
1239,7
1240,1
1242,3
1244,5
1245,3
1246,1
1248,4
1252,8
1254,7
1255,5
1256,3
1257,5
1259,3
1260,6
1261,7
1262,7
1263,8
1264,6
1266,3
1267,5
1268,7
1269,7
1270,2
1271,7
1273,6
1275,2
1276,3
1277,3
1280,5
1281,8
1282,1
1283,5
1284,6
1287,6
1288,5
1290,8
1292,8
1293,5
1296,2
1299,3
1300,6
1301,3
1302,7
1303,3
1310,4
1311,1
1313,7
1315,3
1318,8
1323,7
1324,2
1326,1
1327,3
1328,7
1330,3
1332,8
1334,5
1336,2
1338,2
1339,6
1341,7
1343,4
1347,8
1349,1
1351,3
1354,3
1355,7
1357,7
1359,4
1362,2
1363,4
1364,2
1366,7
1367,7
1368,3
1370,5
1371,6
1373,5
1374,3
1376,2
1377,4
1379,7
1380,6
1385,7
1386,8
1387,2
1388,7
1390,6
1393,8
1396,3
1397,5
1399,5
1403,6
1410,1
1411,1
1412,2
1414,2
1417,3
1418,7
1420,8
1422,5
1423,1
1424,5
1426,6
1427,3
1430,1
1431,5
1432,8
1436,5
1444,1
1446,3
1448,6
1449,3
1450,8
1452,7
1454,5
1457,2
1458,8
1460,5
1462,5
1463,5
1464,3
1465,7
1467,1
1473,1
1474,6
1475,3
1476,5
1477,7
1478,1
1482,4
1485,8
1487,6
1489,4
1490,7
1491,4
1493,3
1494,8
1495,3
1496,4
1499,2
1501,3
1503,3
1504,1
1505,7
1507,2
1509,3
1511,1
1512,2
1513,5
1515,8
1519,1
1521,8
1523,8
1525,6
1526,1
1530,3
1533,5
1535,5
1538,2
1539,3
1544,7
1547,4
1548,8
1549,5
1553,2
1554,7
1555,7
1559,6
1560,8
1564,4
1569,8
1571,6
1572,8
1573,3
1577,1
1580,2
1581,7
1583,2
1586,8
1587,6
1588,7
1590,3
1592,8
1593,5
1599,1
1602,7
1603,8
1604,2
1606,3
1610,6
1612,7
1615,6
1618,2
1620,6
1621,5
1626,7
1627,7
1632,8
1633,1
1636,8
1637,7
1642,7
1643,8
1644,6
1646,3
1648,6
1649,8
1651,6
1652,2
1654,6
1656,5
1657,1
1658,7
1662,5
1663,2
1666,2
1670,4
1673,7
1675,7
1678,4
1679,1
1680,3
1686,2
1687,1
1691,1
1692,4
1693,2
1694,1
1695,5
1696,1
1697,2
1698,1
1700,8
1702,4
1708,5
1709,2
1713,7
1714,1
1715,4
1717,2
1721,3
1725,3
1728,2
1732,3
1735,6
1736,7
1737,4
1739,3
1742,4
1749,1
1751,4
1752,8
1753,8
1756,4
1757,8
1758,5
1759,4
1760,3
1761,3
1762,4
1763,2
1764,2
1765,8
1766,2
1767,1
1768,2
1770,5
1771,7
1772,3
1773,2
1774,3
1775,8
1779,7
1780,2
1783,7
1784,5
1785,7
1786,2
1789,4
1790,1
1793,2
1794,1
1798,3
1804,5
1806,2
1808,8
1811,8
1813,2
1815,2
1817,2
1818,1
1819,4
1824,6
1825,6
1826,8
1827,1
1829,3
1830,7
1831,8
1835,7
1836,3
1837,1
1839,7
1845,5
1846,2
1850,6
1852,6
1853,1
1854,3
1855,2
1856,3
1857,3
1865,4
1866,1
1867,1
1869,3
1872,2
1875,4
1878,7
1880,4
1881,5
1884,7
1885,7
1886,7
1887,1
1888,6
1892,2
1894,5
1895,8
1897,4
1898,8
1900,7
1901,1
1902,6
1906,4
1907,2
1912,6
1914,3
1916,1
1917,3
1918,3
1922,8
1923,7
1927,4
1928,6
1929,3
1931,8
1939,1
1942,3
1943,2
1944,4
1947,7
1948,3
1949,3
1950,1
1951,3
1952,2
1953,1
1955,2
1957,3
1958,7
1959,7
1962,4
1964,2
1965,3
1974,2
1976,2
1977,7
1980,1
1981,6
1982,8
1989,1
1990,5
1991,8
1992,8
